ordernumber,quantityordered,price_each,order_line_number,sales,order_date,days_since_lastorder,status,productline,msrp,product_code,customer_name,phone,address_line1,city,postal_code,country,contact_last_name,contact_first_name,dealsize
10275,30,? 79.98,6,"? 2,399.40",23-07-2019,1837,shipped,motorcycles,? 76.00,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10375,23,? 106.23,9,"? 2,443.29",03-02-2020,1650,shipped,motorcycles,? 76.00,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10315,35,? 120.43,6,"? 4,215.05",29-10-2019,1769,shipped,ships,? 122.00,S24_2011,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10345,43,? 53.76,1,"? 2,311.68",25-11-2019,1767,shipped,vintage cars,? 44.00,S24_2022,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,small
10425,49,? 112.46,9,"? 5,510.54",31-05-2020,1611,in process,trucks and buses,? 127.00,S24_2300,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10375,20,? 102.30,14,"? 2,046.00",03-02-2020,1751,shipped,motorcycles,? 69.00,S24_2360,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10425,31,? 33.24,5,"? 1,030.44",31-05-2020,1686,in process,classic cars,? 35.00,S24_2840,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10315,24,? 86.74,1,"? 2,081.76",29-10-2019,1993,shipped,vintage cars,? 88.00,S24_3151,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10275,41,? 81.89,18,"? 3,357.49",23-07-2019,2259,shipped,planes,? 68.00,S24_3949,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10275,27,? 62.31,10,"? 1,682.37",23-07-2019,2354,shipped,planes,? 72.00,S24_4278,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10375,43,? 233.48,2,"? 10,039.60",03-02-2020,2168,shipped,planes,? 72.00,S24_4278,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,large
10425,41,? 86.68,11,"? 3,553.88",31-05-2020,2104,in process,trucks and buses,? 96.00,S32_1268,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10275,23,? 81.91,7,"? 1,883.93",23-07-2019,2429,shipped,motorcycles,? 99.00,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10375,37,? 171.71,3,"? 6,353.27",03-02-2020,2243,shipped,motorcycles,? 99.00,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10425,11,? 43.83,6,? 482.13,31-05-2020,2180,in process,trucks and buses,? 54.00,S32_2509,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10275,28,? 63.97,12,"? 1,791.16",23-07-2019,2556,shipped,vintage cars,? 68.00,S32_4289,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10375,44,? 82.26,4,"? 3,619.44",03-02-2020,2370,shipped,vintage cars,? 68.00,S32_4289,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10375,41,? 114.68,15,"? 4,701.88",03-02-2020,2396,shipped,motorcycles,? 102.00,S32_4485,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10275,38,? 45.39,13,"? 1,724.82",23-07-2019,2606,shipped,vintage cars,? 43.00,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10375,49,? 65.80,5,"? 3,224.20",03-02-2020,2420,shipped,vintage cars,? 43.00,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10425,18,? 105.33,2,"? 1,895.94",31-05-2020,2334,in process,trucks and buses,? 115.00,S50_1392,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10375,49,? 110.34,8,"? 5,406.66",03-02-2020,2500,shipped,motorcycles,? 81.00,S50_4713,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10315,41,? 62.00,2,"? 2,542.00",29-10-2019,2618,shipped,ships,? 66.00,S700_1138,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10275,32,? 89.51,14,"? 2,864.32",23-07-2019,2736,shipped,planes,? 91.00,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10375,37,? 81.87,6,"? 3,029.19",03-02-2020,2550,shipped,planes,? 91.00,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10275,39,? 114.68,16,"? 4,472.52",23-07-2019,2813,shipped,planes,? 99.00,S700_2466,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10375,33,? 116.87,1,"? 3,856.71",03-02-2020,2627,shipped,planes,? 99.00,S700_2466,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10275,48,? 132.89,8,"? 6,378.72",23-07-2019,2891,shipped,planes,? 118.00,S700_2834,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10375,25,? 66.73,10,"? 1,668.25",03-02-2020,2705,shipped,planes,? 118.00,S700_2834,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10275,43,? 73.60,15,"? 3,164.80",23-07-2019,2916,shipped,planes,? 80.00,S700_3167,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10375,44,? 118.38,11,"? 5,208.72",03-02-2020,2730,shipped,planes,? 80.00,S700_3167,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10315,31,? 86.15,3,"? 2,670.65",29-10-2019,2850,shipped,ships,? 100.00,S700_3505,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10315,37,? 91.37,4,"? 3,380.69",29-10-2019,2876,shipped,ships,? 99.00,S700_3962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,medium
10275,31,? 72.55,17,"? 2,249.05",23-07-2019,2995,shipped,planes,? 74.00,S700_4002,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10315,40,? 55.69,5,"? 2,227.60",29-10-2019,2955,shipped,ships,? 54.00,S72_3212,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,small
10388,42,? 76.36,4,"? 3,207.12",03-03-2020,111,shipped,motorcycles,? 95.00,S10_1678,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10388,50,? 44.51,5,"? 2,225.50",03-03-2020,161,shipped,motorcycles,? 118.00,S10_2016,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10388,21,? 86.77,7,"? 1,822.17",03-03-2020,185,shipped,motorcycles,? 193.00,S10_4698,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10143,49,? 114.24,15,"? 5,597.76",10-08-2018,762,shipped,classic cars,? 136.00,S10_4757,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10185,21,? 184.94,13,"? 3,883.74",14-11-2018,746,shipped,classic cars,? 207.00,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10388,44,? 135.26,6,"? 5,951.44",03-03-2020,337,shipped,motorcycles,? 150.00,S12_2823,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10185,33,? 122.37,14,"? 4,038.21",14-11-2018,822,shipped,classic cars,? 151.00,S12_3148,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10185,43,? 183.40,12,"? 7,886.20",14-11-2018,871,shipped,classic cars,? 173.00,S12_3891,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,large
10321,24,? 124.37,15,"? 2,984.88",04-11-2019,603,shipped,classic cars,? 115.00,S12_4675,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10321,41,? 141.54,10,"? 5,803.14",04-11-2019,655,shipped,classic cars,? 141.00,S18_1129,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10365,30,? 87.06,1,"? 2,611.80",07-01-2020,595,shipped,classic cars,? 141.00,S18_1129,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10321,44,? 102.04,6,"? 4,489.76",04-11-2019,729,shipped,classic cars,? 124.00,S18_1589,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10143,32,? 164.00,7,"? 5,248.00",10-08-2018,1190,shipped,planes,? 157.00,S18_1662,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10321,37,? 78.54,14,"? 2,905.98",04-11-2019,800,shipped,classic cars,? 77.00,S18_1889,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10321,25,? 149.36,9,"? 3,734.00",04-11-2019,826,shipped,classic cars,? 142.00,S18_1984,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10321,27,? 105.60,7,"? 2,851.20",04-11-2019,1050,shipped,classic cars,? 132.00,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10143,46,? 74.84,13,"? 3,442.64",10-08-2018,1561,shipped,ships,? 86.00,S18_3029,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10166,43,? 161.18,2,"? 6,930.74",21-10-2018,1541,shipped,vintage cars,? 136.00,S18_3140,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10185,28,? 122.93,9,"? 3,442.04",14-11-2018,1519,shipped,vintage cars,? 136.00,S18_3140,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10321,33,? 172.73,11,"? 5,700.09",04-11-2019,1217,shipped,classic cars,? 169.00,S18_3232,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10185,49,? 80.67,11,"? 3,952.83",14-11-2018,1595,shipped,trains,? 100.00,S18_3259,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10321,28,? 151.17,8,"? 4,232.76",04-11-2019,1347,shipped,classic cars,? 141.00,S18_3685,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10143,34,? 101.64,12,"? 3,455.76",10-08-2018,1832,shipped,vintage cars,? 105.00,S18_3856,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10185,39,? 130.69,16,"? 5,096.91",14-11-2018,1765,shipped,classic cars,? 143.00,S18_4027,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10166,26,? 73.73,1,"? 1,916.98",21-10-2018,1834,shipped,vintage cars,? 87.00,S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10185,47,? 77.24,8,"? 3,630.28",14-11-2018,1812,shipped,vintage cars,? 87.00,S18_4522,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10321,30,? 70.55,3,"? 2,116.50",04-11-2019,1590,shipped,classic cars,? 73.00,S24_1046,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10321,48,? 42.26,5,"? 2,028.48",04-11-2019,1666,shipped,classic cars,? 50.00,S24_1628,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10185,30,? 105.69,7,"? 3,170.70",14-11-2018,2107,shipped,ships,? 122.00,S24_2011,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10321,30,? 72.70,1,"? 2,181.00",04-11-2019,1861,shipped,classic cars,? 90.00,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10143,27,? 60.97,8,"? 1,646.19",10-08-2018,2350,shipped,planes,? 68.00,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10321,37,? 33.23,12,"? 1,229.51",04-11-2019,1960,shipped,classic cars,? 37.00,S24_2972,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10185,33,? 74.35,2,"? 2,453.55",14-11-2018,2331,shipped,vintage cars,? 88.00,S24_3151,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10321,39,? 84.75,2,"? 3,305.25",04-11-2019,2010,shipped,classic cars,? 85.00,S24_3191,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10143,33,? 77.59,9,"? 2,560.47",10-08-2018,2496,shipped,vintage cars,? 65.00,S24_3420,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10321,21,? 89.95,4,"? 1,888.95",04-11-2019,2084,shipped,classic cars,? 107.00,S24_3432,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,small
10143,23,? 80.51,14,"? 1,851.73",10-08-2018,2545,shipped,vintage cars,? 83.00,S24_3816,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10321,26,? 155.88,13,"? 4,052.88",04-11-2019,2133,shipped,classic cars,? 140.00,S24_3856,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10143,28,? 66.19,6,"? 1,853.32",10-08-2018,2596,shipped,planes,? 68.00,S24_3949,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10388,35,? 111.97,8,"? 3,918.95",03-03-2020,2342,shipped,vintage cars,? 68.00,S32_4289,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10365,22,? 155.69,3,"? 3,425.18",07-01-2020,2422,shipped,motorcycles,? 102.00,S32_4485,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10143,34,? 36.66,1,"? 1,246.44",10-08-2018,2944,shipped,vintage cars,? 43.00,S50_1341,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10388,27,? 118.94,1,"? 3,211.38",03-03-2020,2392,shipped,vintage cars,? 43.00,S50_1341,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10185,20,? 48.62,15,? 972.40,14-11-2018,2906,shipped,trains,? 58.00,S50_1514,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10365,44,? 113.28,2,"? 4,984.32",07-01-2020,2526,shipped,motorcycles,? 81.00,S50_4713,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10185,21,? 54.00,3,"? 1,134.00",14-11-2018,2956,shipped,ships,? 66.00,S700_1138,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10143,36,? 109.61,2,"? 3,945.96",10-08-2018,3074,shipped,planes,? 91.00,S700_1691,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10388,46,? 218.84,2,"? 10,066.60",03-03-2020,2522,shipped,planes,? 91.00,S700_1691,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,large
10166,29,? 103.93,3,"? 3,013.97",21-10-2018,3030,shipped,ships,? 86.00,S700_1938,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,medium
10185,30,? 94.40,10,"? 2,832.00",14-11-2018,3008,shipped,ships,? 86.00,S700_1938,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10143,26,? 100.48,11,"? 2,612.48",10-08-2018,3124,shipped,ships,? 90.00,S700_2047,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10143,26,? 82.77,4,"? 2,152.02",10-08-2018,3150,shipped,planes,? 99.00,S700_2466,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10143,31,? 85.29,16,"? 2,643.99",10-08-2018,3177,shipped,ships,? 72.00,S700_2610,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10185,39,? 57.82,1,"? 2,254.98",14-11-2018,3085,shipped,ships,? 72.00,S700_2610,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10388,50,? 143.09,3,"? 7,154.50",03-03-2020,2677,shipped,planes,? 118.00,S700_2834,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,large
10143,28,? 96.00,3,"? 2,688.00",10-08-2018,3254,shipped,planes,? 80.00,S700_3167,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10185,37,? 105.18,4,"? 3,891.66",14-11-2018,3188,shipped,ships,? 100.00,S700_3505,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,medium
10185,22,? 79.45,5,"? 1,747.90",14-11-2018,3214,shipped,ships,? 99.00,S700_3962,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10143,34,? 85.87,5,"? 2,919.58",10-08-2018,3332,shipped,planes,? 74.00,S700_4002,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10143,37,? 50.65,10,"? 1,874.05",10-08-2018,3359,shipped,planes,? 49.00,S72_1253,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10185,28,? 64.43,6,"? 1,804.04",14-11-2018,3293,shipped,ships,? 54.00,S72_3212,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,small
10191,21,? 182.90,3,"? 3,840.90",20-11-2018,715,shipped,classic cars,? 194.00,S12_1099,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,33,? 210.14,10,"? 6,934.62",16-10-2019,395,shipped,classic cars,? 194.00,S12_1099,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10191,40,? 139.75,1,"? 5,590.00",20-11-2018,840,shipped,classic cars,? 117.00,S12_3380,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,24,? 129.18,8,"? 3,100.32",16-10-2019,520,shipped,classic cars,? 117.00,S12_3380,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10191,30,? 64.64,4,"? 1,939.20",20-11-2018,890,shipped,classic cars,? 79.00,S12_3990,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10310,49,? 81.40,11,"? 3,988.60",16-10-2019,570,shipped,classic cars,? 79.00,S12_3990,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,25,? 100.19,7,"? 2,504.75",16-10-2019,621,shipped,classic cars,? 115.00,S12_4675,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10310,37,? 168.43,2,"? 6,231.91",16-10-2019,673,shipped,classic cars,? 141.00,S18_1129,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,20,? 91.63,6,"? 1,832.60",16-10-2019,818,shipped,classic cars,? 77.00,S18_1889,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10310,24,? 143.67,1,"? 3,448.08",16-10-2019,844,shipped,classic cars,? 142.00,S18_1984,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,48,? 186.27,3,"? 8,940.96",16-10-2019,1234,shipped,classic cars,? 169.00,S18_3232,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,large
10191,36,? 94.88,6,"? 3,415.68",20-11-2018,1613,shipped,classic cars,? 80.00,S18_3278,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,27,? 80.41,13,"? 2,171.07",16-10-2019,1293,shipped,classic cars,? 80.00,S18_3278,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10191,23,? 148.46,5,"? 3,414.58",20-11-2018,1660,shipped,classic cars,? 146.00,S18_3482,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,49,? 127.88,12,"? 6,266.12",16-10-2019,1340,shipped,classic cars,? 146.00,S18_3482,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10191,43,? 72.74,9,"? 3,127.82",20-11-2018,1709,shipped,motorcycles,? 62.00,S18_3782,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,42,? 67.14,16,"? 2,819.88",16-10-2019,1388,shipped,motorcycles,? 62.00,S18_3782,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10191,32,? 132.43,8,"? 4,237.76",20-11-2018,1884,shipped,classic cars,? 148.00,S18_4721,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,40,? 133.92,15,"? 5,356.80",16-10-2019,1563,shipped,classic cars,? 148.00,S18_4721,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,33,? 41.91,4,"? 1,383.03",16-10-2019,1978,shipped,classic cars,? 37.00,S24_2972,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10191,48,? 60.01,2,"? 2,880.48",20-11-2018,2372,shipped,classic cars,? 61.00,S24_3371,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10310,38,? 56.94,9,"? 2,163.72",16-10-2019,2052,shipped,classic cars,? 61.00,S24_3371,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10310,45,? 122.17,5,"? 5,497.65",16-10-2019,2151,shipped,classic cars,? 140.00,S24_3856,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10191,44,? 66.29,7,"? 2,916.76",20-11-2018,2619,shipped,classic cars,? 80.00,S24_4620,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10310,49,? 97.01,14,"? 4,753.49",16-10-2019,2298,shipped,classic cars,? 80.00,S24_4620,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,medium
10310,36,? 43.05,17,"? 1,549.80",16-10-2019,2372,shipped,motorcycles,? 40.00,S32_2206,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,small
10295,24,? 142.80,1,"? 3,427.20",10-09-2019,377,shipped,classic cars,? 136.00,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,medium
10414,19,? 145.52,3,"? 2,764.88",06-05-2020,148,on hold,classic cars,? 136.00,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,small
10207,31,? 131.49,15,"? 4,076.19",09-12-2018,672,shipped,classic cars,? 147.00,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,medium
10207,34,? 99.54,7,"? 3,384.36",09-12-2018,898,shipped,trucks and buses,? 118.00,S12_4473,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,medium
10207,44,? 160.46,6,"? 7,060.24",09-12-2018,1174,shipped,classic cars,? 163.00,S18_2238,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,large
10207,43,? 133.78,10,"? 5,752.54",09-12-2018,1222,shipped,trucks and buses,? 122.00,S18_2319,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,medium
10243,47,? 130.94,2,"? 6,154.18",26-04-2019,1111,shipped,vintage cars,? 127.00,S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,medium
10207,37,? 69.89,13,"? 2,585.93",09-12-2018,1272,shipped,trucks and buses,? 60.00,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,small
10414,44,? 73.98,1,"? 3,255.12",06-05-2020,947,on hold,ships,? 86.00,S18_3029,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,medium
